icao,name,callsign,country
SVA,Saudi Arabian Airlines,SAUDIA,Saudi Arabia
SVD,St. Vincent Grenadines Air (1990),GRENADINES,Saint Vincent and the Grenadines
SVE,Aero Servicios Expecializados,AEROESPECIAL,Mexico
SVF,Swedish Armed Forces,SWEDEFORCE,Sweden
SVG,SVG Air,Grenadines,Saint Vincent and the Grenadines
SVH,Sterling Helicopters,SILVER,United Kingdom
SVI,Servicios De Transporte Aereo,SETRA,Mexico
SVJ,Silver Air,,Djibouti
SVK,Air Slovakia,SLOVAKIA,Slovakia
SVL,Sevastopol-Avia,SEVAVIA,Ukraine
SVM,Aeroservicios Monterrey,SERVIMONTE,Mexico
SVN,Savanair (Angola),SAVANAIR,Angola
SVO,Servicios Aeronauticos De Oriente,SERVIORIENTE,Mexico
SVR,Ural Airlines,SVERDLOVSK AIR,Russia
SVS,Servicios Aereos Saar,AEREOS SAAR,Mexico
SVT,Seven Four Eight Air Services,SIERRA SERVICES,Luxembourg
SVW,Global Jet Luxembourg,SILVER ARROWS,Luxembourg
SVX,Security Aviation,SECURITY AIR,United States
SVY,Cooper Aerial Surveys,SURVEYOR,United Kingdom
SWA,Southwest Airlines,SOUTHWEST,United States
SWB,Swissboogie Parapro,SWISSBOOGIE,Switzerland
SWC,South West Air,SAINT CLAIR,Canada
SWD,Southern Winds Airlines,SOUTHERN WINDS,Argentina
SWE,Swedeways,SWEDELINE,Sweden
SWF,Galair International,GALAIR,United Kingdom
SWG,Sunwing Airlines,SUNWING,Canada
SWH,Adler Aviation,SHOCKWAVE,Canada
SWI,Sunworld Airlines,SUNWORLD,United States
SWJ,Stateswest Airlines,STATES,United States
SWK,General Aerospace,SKYWALKER,Canada
SWL,Trans Jet Airways,TRANSJET,Sweden
SWM,Sky Angkor Airlines (ZA),SKY ANGKOR,Cambodia
SWN,West Air Sweden,AIR SWEDEN,Sweden
SWO,Surninam International Victory Airline,SIVA,Suriname
SWP,Star Work Sky,STAR WORK,Italy
SWQ,Swift Air (Interstate Equipment Leasing),SWIFTFLIGHT,United States
SWR,Swissair,Swissair,Switzerland
SWS,Sunwest Aviation (Lindquist Investment),SUNNY WEST,United States
SWT,Swiftair,SWIFT,Spain
SWU,Swiss European Air Lines,EUROSWISS,Switzerland
SWV,Swe Fly,FLYING SWEDE,Sweden
SWW,Shovkoviy Shlyah,WAY AERO,Ukraine
SWX,Swazi Express Airways,SWAZI EXPRESS,Swaziland
SWY,Sky Jet,SWISSLINK,Switzerland
SWZ,Servair, Private Charter,SWISSBIRD
SXA,Southern Cross Aviation,FERRY,United States
SXC,Sky Exec Aviation Services,SKY EXEC,Nigeria
SXE,Southeast Express Airlines,DOGWOOD EXPRESS,United States
SXM,Servicios Aereos Sepecializados Mexicanos,SERVIMEX,Mexico
SXP,Sky Express,EXPRESS SKY,Poland
SXR,Sky Express,SKYSTORM,Russia
SXS,SunExpress,SUNEXPRESS,Turkey
SXT,Servicios De Taxi Aereo,SERTA,Mexico
SXX,Satellite Aero,SATELLITE EXPRESS,United States
SXY,Safari Express Cargo,SAFARI EXPRESS,Kenya
SYA,Skyways,LINEAS CARDINAL,Argentina
SYC,Systec 2000,SYSTEC,United States
SYE,Sheba Aviation,,Yemen
SYF,Sky One Express Airlines,SKY FIRST,United States
SYG,Synergy Aviation,SYNERGY,United Kingdom
SYI,Sonalysts,,United States
SYJ,Slate Falls Airways,,Canada
SYK,Satsair,AEROCAB,United States
SYL,Aircompany Yakutia,AIR YAKUTIA,Russia
SYN,Syncrude Canada,SYNCRUDE,Canada
SYR,Syrian Arab Airlines,SYRIANAIR,Syrian Arab Republic
SYS,Shawbury Flying Training Unit,SHAWBURY,United Kingdom
SYT,Aerosud Aviation,SKYTRACK,South Africa
SYV,Special Aviation Systems,SPECIAL SYSTEM,United States
SYX,Skywalk Airlines,SKYWAY-EX,United States
SYY,South African Historic Flight,SKY COACH,South Africa
SZA,Aerolineas De El Salvador,AESA,El Salvador
SZB,Aerolineas heredas santa maria,,Dominican Republic
SZL,Swaziland Airlink,SWAZILINK,Swaziland
SZT,Servicios Aeronauticos Z,AERO ZEE,Mexico
SZZ,SUR Lineas Aereas,,Argentina
TAA,Aeroservicios de La Costa,AERO COSTA,Mexico
TAC,Turbot Air Cargo,TURBOT,Senegal
TAD,Tranporte Aereo Dominicano,TRANS DOMINICAN,Dominican Republic
TAE,TAME,TAME,Ecuador
TAG,TAG Aviation USA,TAG U-S,United States
TAH,Air Moorea,AIR MOOREA,France
TAJ,Tunisavia,TUNISAVIA,Tunisia
TAK,Tatarstan Airlines,TATARSTAN,Russia
TAL,Talair,TALAIR,Papua New Guinea
TAM,TAM Brazilian Airlines,TAM,Brazil
TAN,Zanair,ZANAIR,Tanzania
TAO,Aeromar,TRANS-AEROMAR,Mexico
TAP,TAP Portugal,AIR PORTUGAL,Portugal
TAQ,Taunus Air Gmbh,Taunusair,Germany
TAR,Tunisair,TUNAIR,Tunisia
TAS,Lotus Air,LOTUS FLOWER,Egypt
TAT,Grupo TACA,TACA-COSTARICA,Costa Rica
TAU,Transportes Aereos Tauro,TRANSTAURO,Mexico
TAV,Compania de Servicios Aereos Tavisa,TAVISA,Spain
TAX,Travelair,TRAVELAIR,Germany
TAY,TNT Airways,QUALITY,Belgium
TBA,Transbrasil,TRANSBRASIL,Brazil
TBC,Turbine Air Cargo UK,,United Kingdom
TBD,Thunderbird Tours,ORCA,Canada
TBG,Tropical Airways,,Haiti
TBH,Trinity Air Bahamas,,Bahamas
TBI,TAB Express International,TAB INTERNATIONAL,United States
TBL,Aerotrebol,AEROTREBOL,Mexico
TBM,Taban Air Lines,TABAN AIR,Iran
TBN,Teebah Airlines,TEEBAH,Sierra Leone
TBO,Aero Taxi de Los Cabos,AERO CABOS,Mexico
TBR,Tubelair,TUBELAIR,Tunisia
TBS,Servicios Aereos Tribasa,TRIBASA,Mexico
TBX,Tobago Express,TABEX,Trinidad and Tobago
TBZ,TrasBrasil,,Brazil
TCA,Tropican Air Services,TROPICANA,Egypt
TCB,Transporte del Caribe,TRANSCARIBE,Colombia
TCC,Trans Continental Airlines,TRANSCAL,Sudan
TCD,Tchad Airlines,TCHADLINES,Chad
TCE,Trans-Colorado Airlines,TRANS-COLORADO,United States
TCF,Shuttle America,MERCURY,United States
TCG,Thai Air Cargo,THAI CARGO,Thailand
TCH,Transcontinental Air,TRANS GULF,Bahrain
TCI,Air Turks and Caicos,KERRMONT,Turks and Caicos Islands
TCL,Coastal Air Transport,TRANS COASTAL,United States
TCM,Teledyne Continental Motors,TELEDYNE,United States
TCN,Trans Continental Airlines,TRANSCON,United States
TCO,Aerotranscolombina de Carga,TRANSCOLOMBIA,Colombia
TCP,Transcorp Airways,TRANSCORP,United Kingdom
TCR,Lanaes Aereas Trans Costa Rica,TICOS,Costa Rica
TCT,Transcontinental Sur,TRANS-CONT,Uruguay
TCU,Transglobal Airways Corporation,TRANSGLOBAL,Philippines
TCV,TACV,CABOVERDE,Portugal
TCW,Thomas Cook Airlines,THOMAS COOK,Belgium
TCX,Thomas Cook Airlines,KESTREL,United Kingdom
TCY,Twin Cities Air Service,TWIN CITY,United States
TDA,TDA Toa Domestic Airlines,Toa Domes,Japan
TDB,Welch Aviation,THUNDER BAY,United States
TDC,Tadair,TADAIR,Spain
TDE,Tellavia / Flight One,TELLURIDE,United States
TDG,Air Cargo Express,TURBO DOG,United States
TDI,Transportes Aereos de Ixtlan,TRANSIXTLAN,Mexico
TDK,Transavia Denmark,,Denmark
TDM,Tandem Aero,TANDEM,Moldova
TDO,TRADO,TRADO,Dominican Republic
TDR,Trade Air,TRADEAIR,Croatia
TDT,Atlas Helicopters,TRIDENT,United Kingdom
TDV,Taxi Aero Nacional Del Evora,TAXI EVORA,Mexico
TDX,Tradewinds Airlines,TRADEWINDS EXPRESS,United States
TDY,Air Today,AIR TODAY,United States
TEA,Executive Turbine Aviation,TRAVELMAX,South Africa
TEB,Tenir Airlines,TENIR AIR,Kyrgyzstan
TED,Aero Servicios Azteca,AEROAZTECA,Mexico
TEE,West Freugh DTEO,TEEBIRD,United Kingdom
TEF,Tecnicas Fotograficas,TECFOTO,Spain
TEH,Tempelhof Airways,TEMPELHOF,United States
TEL,Telford Aviation,TELFORD,United States
TEM,Tech-Mont Helicopter Company,TECHMONT,Slovakia
TEN,Tennessee Airways,TENNESSEE,United States
TEP,Transeuropean Airlines,TRANSEURLINE,Russia
TER,Territorial Airlines,TERRI-AIRE,United States
TES,TAES Transportes Aereos de El Salvador,TAES,El Salvador
TET,Tepavia-Trans Airlines,TEPAVIA,Moldova
TEX,Catex,CATEX,France
TEZ,Tez Jet Airlines,,Kyrgyzstan
TFA,Trans-Florida Airlines,TRANS FLORIDA,United States
TFB,Tair Airways,ROYAL TEE-AIR,Philippines
TFF,Talon Air,TALON FLIGHT,United States
TFG,MAS Airways,TRAFALGAR,United Kingdom
TFH,Thai Flying Helicopter Service,THAI HELICOPTER,Thailand
TFI,Transport Facilitators,,United States
TFK,Transafrik International,,Sao Tome and Principe
TFL,Arkefly,ARKEFLY,Netherlands
TFN,Norwegian Aviation College,SPRIT,Norway
TFO,Transportes Aereos del Pacifico,TRANSPORTES PACIFICO,Mexico
TFT,Thai Flying Service,THAI FLYING,Thailand
TFU,213 Flight Unit,,Russia
TFY,Tayside Aviation,TAYSIDE,United Kingdom
TGA,Air Togo,AIR TOGO,Togo
TGC,TG Aviation,THANET,United Kingdom
TGE,Trabajos Aereos,TASA,Spain
TGI,Transportes Aereos Regionales,TRANSPORTE REGIONAL,Mexico
TGM,TAG Aviation Espana,TAG ESPANA,Spain
TGN,Trigana Air Service,TRIGANA,Indonesia
TGO,Transport Canada,TRANSPORT,Canada
TGT,SAAB Nyge Aero,TARGET,Sweden
TGW,Tiger Airways Australia,GO CAT,Australia
TGX,Transair Gabon],TRANSGABON,Gabon
TGY,Trans Guyana Airways,TRANS GUYANA,Guyana
TGZ,Georgian Airways,TAMAZI,Georgia
THA,Thai Airways International,THAI,Thailand
THB,Spark Air,THAI SABAI,Thailand
THC,Tar Heel Aviation,TARHEEL,United States
THD,611897 Alberta Limited,DONUT,Canada
THE,Toumai Air Tchad,TOUMAI AIR,Chad
THF,Touraine Helicoptere,TOURAINE HELICO,France
THG,Thai Global Airline,THAI GLOBAL,Thailand
THI,TransHolding,,Brazil
THJ,Thai Jet Intergroup,THAI JET,Thailand
THK,Turk Hava Kurumu Hava Taksi Isletmesi,HUR KUS,Turkey
THM,Airmark Aviation,THAI AIRMARK,Thailand
THN,International Security Assistance Force,ATHENA,Canada
THO,TACA De Honduras,LEMPIRA,Honduras
THR,Tehran Airline,TEHRAN AIR,Iran
THS,TransBrasil Airlines,,Brazil
THT,Air Tahiti Nui,TAHITI AIRLINES,France
THU,Thunder Airlines,AIR THUNDER,Canada
THY,Turkish Airlines,TURKAIR,Turkey
THZ,Trans Helicoptere Service,LYON HELIJET,France
TIA,Trans International Airlines,TRANS INTERNATIONAL,United States
TIB,TRIP Linhas A,TRIP,Brazil
TIC,Travel International Air Charters,TRAVEL INTERNATIONAL,Zambia
TIE,Time Air,TIME AIR,Czech Republic
TIH,S C Ion Tiriac,TIRIAC AIR,Romania
TIK,Tic Air,TICAIR,Australia
TIL,Tajikistan International Airlines,TIL,Tajikistan
TIM,TEAM Transportes Aereos,TEAM BRASIL,Brazil
TIN,Taino Tours,TAINO,Dominican Republic
TIP,C and M Aviation,TRANSPAC,United States
TIR,Antair,ANTAIR,Mexico
TIS,Tesis,TESIS,Russia
TIW,Transcarga Intl Airways,TIACA,Venezuela
TJA,T.J. Air,T.J. Air,United States
TJK,Tajikair,TAJIKAIR,Tajikistan
TJN,Tien-Shan,NERON,Kazakhstan
TJS,Tyrolean Jet Service,TYROLJET,Austria
TJT,Twin Jet,TWINJET,France
TKC,Tikal Jets Airlines,TIKAL,Guatemala
TKE,Take Air Line,ISLAND BIRD,France
TKR,Canadian Interagency Forest Fire Centre,TANKER,Canada
TKS,Tomsk-Avia,,Russia
TKX,Tropical International Airways,TROPEXPRESS,Saint Kitts and Nevis
TKY,Thai Sky Airlines,THAI SKY,Thailand
TLA,Translift Airways,TRANSLIFT,Ireland
TLB,Atlantique Air Assistance,TRIPLE-A,France
TLC,Caribbean Express,CARIB-X,United States
TLD,Aero Taxi Autlan,AEREO AUTLAN,Mexico
TLE,Aero Util,AEROUTIL,Mexico
TLF,Transport Africa,TRANS-LEONE,Sierra Leone
TLL,Trans Atlantic Airlines,ATLANTIC LEONE,Sierra Leone
TLM,Tramm Airlines,9F,Netherlands Antilles
TLO,Eagle Canyon Airlines,TALON AIR,United States
TLP,Tulip Air,TULIPAIR,Netherland
TLR,Air Libya Tibesti,AIR LIBYA,Libya
TLS,TLC Air,TEALSY,United States
TLT,Turtle Airways,TURTLE,Fiji
TLU,Aero Toluca Internactional,AEROTOLUCA,Mexico
TLV,Travelair,PAJAROS,Uruguay
TLW,Teamline Air,Teamline,Austria
TLX,Telesis Transair,TELESIS,United States
TLY,Top-Fly,TOPFLY,Spain
TMA,Trans Mediterranean Airlines,TANGO LIMA,Lebanon
TMD,Transmed Airlines,,Egypt
TME,Aero Taxi del Centro de Mexico,TAXICENTRO,Mexico
TMG,Tri-MG Intra Asia Airlines,TRILINES,Indonesia
TMH,Taxis Turisticos Marakame,TAXIMARAKAME,Mexico
TMI,Tamir Airways,TAMIRWAYS,Israel
TMK,Tomahawk Airways,TOMAHAWK,United States
TML,TAM,TAM AIRLINE,Madagascar
TMM,TMC Airlines,WILLOW RUN,United States
TMP,Arizona Express Airlines,TEMPE,United States
TMQ,TRAM,TRAM AIR,Mauritania
TMR,Timberline Air,TIMBER,Canada
TMS,Temsco Helicopters,TEMSCO,United States
TMT,Trans Midwest Airlines,TRANS MIDWEST,United States
TMW,Trans Maldivian Airways,,Maldives
TMX,Tramon Air,TRAMON,South Africa
TMY,Transportes Aereos del Mundo Maya,MUNDO MAYA,Mexico
TMZ,Tranporte Amazonair,TRANS AMAZON,Venezuela
TNA,TransAsia Airways,TransAsia,Taiwan
TNB,Trans Air-Benin,TRANS-BENIN,Benin
TNC,National Aviation Consultants,NATCOM,Canada
TND,Aero Taxis Cessna,TAXIS CESSNA,Mexico
TNE,Taxis Aereos del Noroeste,TAXINOROESTE,Mexico
TNF,Transafricaine,TRANSFAS,Burkina Faso
TNG,Tennessee Air National Guard 164th Airlift Group,,United States
TNI,Transair International Linhas Aereas,TRANSINTER,United States
TNL,Tengeriyn Ulaach Shine,SKY HORSE,Mongolia
TNM,Tiara Air,TIARA,Aruba
TNO,Aerotransporte de Carga Union,AEROUNION,Mexico
TNP,Transped Aviation,TRANSPED,Austria
TNR,Tanana Air Services,TAN AIR,United States
TNS,Transilvania,,Romania
TNT,Trans North Turbo Air,TRANS NORTH,Canada
TNU,TransNusa Air,TRANSNUSA,Indonesia
TNV,Transnorthern,TRANSNORTHERN,United States
TNW,Trans Nation Airways,TRANS-NATION,Ethiopia
TNX,Trener Ltd,TRAINER,Hungary
TNY,Twin Town Leasing Company,TWINCAL,United States
TOB,Tobruk Air,TOBRUK AIR,Libya
TOC,Aerotropical,TROPICMEX,Mexico
TOF,RAF Topcliffe Flying Training Unit,TOPCLIFFE,United Kingdom
TOH,Air Tomisko,TOMISKO CARGO,Serbia
TOJ,TOJ Airlines,TOJ AIRLINE,Tajikistan
TOK,Airlines PNG,BALUS,Papua New Guinea
TOL,Tol-Air Services,TOL AIR,United States
TOM,Thomsonfly,TOMSON,United Kingdom
TON,Aero Tanala,AEROTANALA,Mexico
TOP,Top Air,AIR TOP,Turkey
TOR,Toronto Airways,TORONTAIR,Canada
TOS,Tropic Air,TROPISER,Belize
TOT,Totavia,,Canada
TOW,Tower Air,TEE AIR,United States
TOX,Neosiam Airways,SKY KINGDOM,Thailand
TOY,Toyota Canada,TOYOTA,Canada
TPA,TAMPA,TAMPA,Colombia
TPB,Aero Tropical,AERO TROPICAL,Angola
TPC,Air Cal,AIRCAL,France
TPD,Top Speed,TOP SPEED,Austria
TPF,Taxis Aereos del Pacifico,TAXIPACIFICO,Mexico
TPG,Transportes Aereos Pegaso,TRANSPEGASO,Mexico
TPK,Air Horizon,TCHAD-HORIZON,Chad
TPL,TAR Interpilot,INTERPILOT,Mauritania
TPM,Transpais Aereo,TRANSPAIS,Mexico
TPN,Transportacion Aerea del Norte,AEREA DELNORTE,Mexico
TPO,Aero Taxi del Potosi,TAXI-POTOSI,Mexico
TPP,Transpac Express,TRANS EXPRESS,Australia
TPR,Taxis Aereos De Parral,TAXIS PARRAL,Mexico
TPS,TAPSA Transportes Aereos Petroleros,TAPSA,Argentina
TPT,Transportes Aereo del Sureste,TASSA,Mexico
TPU,Trans American Airlines (Trans Am),TRANS PERU,Peru
TPV,Thai Pacific Airlines Business,THAI PACIFIC,Thailand
TPX,Transportes Aereos De Xalapa,TRANSXALAPA,Mexico
TPY,Trans-Provincial Airlines,TRANS PROVINCIAL,Canada
TPZ,Transportes La Paz,TRANSPAZ,Mexico
TQF,United Kingdom Royal VIP Flights,RAINBOW,United Kingdom
TQM,JM Family Aviation,TACOMA,United States
TQN,Taquan Air Services,TAQUAN,United States
TQR,Transportacion Aerea De Queretaro,TRANSQUERETARO,Mexico
TQS,Aeroturquesa,AEROTURQUESA,Mexico
TRA,Transavia Holland,TRANSAVIA,Netherlands
TRB,Ukraine Transavia,KIROVTRANS,Ukraine
TRC,Trans Air Charter,TRACKER,United States
TRD,Trans Island Air,TRANS ISLAND,Barbados
TRF,Taxi Air Fret,TAXI JET,France
TRG,TRAGSA (Medios Aereos),,Spain
TRH,Airmark Aviation,TRANSTAR,United States
TRI,Executive Flight Operations Ontario Government,TRILLIUM,Canada
TRJ,Trans Euro Air,HIGH TIDE,United Kingdom
TRK,Turkuaz Airlines,TURKU,Turkey
TRL,Starlite Aviation,STARSTREAM,South Africa
TRM,Transport Aerien de Mauritanie,SOTRANS,Mauritania
TRN,Servicios Aereos Corporativos,AEROTRON,Mauritania
TRO,Tropic Airlines-Air Molokai,MOLOKAI,United States
TRP,Maryland State Police,TROOPER,United States
TRQ,Turdus Airways,HUNTER,Netherland
TRR,Tramson Limited,TRAMSON,Sudan
TRS,AirTran Airways,CITRUS,United States
TRT,Trans Arabian Air Transport,TRANS ARABIAN,Sudan
TRU,Triangle Airline (Uganda),TRI AIR,Uganda
TRW,Transwestern Airlines of Utah,TRANS-WEST,United States
TRY,Tristar Airlines,TRISTAR AIR,United States
TRZ,TransMeridian Airlines,TRANS-MERIDIAN,United States
TSA,Transair France,AIRTRAF,France
TSC,Air Transat,TRANSAT,Canada
TSD,TAF-Linhas Aereas,TAFI,Brazil
TSE,Transmile Air Services,TRANSMILE,Malaysia
TSG,Trans-Air-Congo,TRANS-CONGO,Republic of the Congo
TSH,Regional 1,TRANSCANADA,Canada
TSI,Transport'air,TRANSPORTAIR,France
TSJ,Trast Aero,TRAST AERO,Kyrgyzstan
TSK,Trast Aero,TOMSK-AVIA,Kyrgyzstan
TSL,Thai Aviation Services,THAI AVIATION,Thailand
TSM,Trans Sayegh Airport Services,,Lebanon
TSN,Trans-Air Services,AIR TRANS,Nigeria
TSO,Transaero Airlines,TRANSOVIET,Russia
TSP,Transportes Aereos Inter,TRANSPO-INTER,Guatemala
TSQ,airtransse,AIRTRA,Japan
TSR,Trans Service Airlift,TRANS SERVICE,Democratic Republic of Congo
TSS,Tri-State Aero,TRI-STATE,United States
TST,TRAST,TRAST,Kazakhstan
TSU,Gulf & Caribbean Cargo / Contract Air Cargo,TRANSAUTO,United States
TSV,Tropair Airservices,TROPIC,United Kingdom
TSW,Transwings,SWISSTRANS,Switzerland
TSX,Thai Star Airlines,THAI STAR,Thailand
TSY,Tristar Air,TRIPLE STAR,Egypt
TTA,TTA - Sociedade de Transporte e Trabalho Aereo,KANIMANBO,Mozambique
TTB,Aerolineas Turisticas del Caribe,AERO TURISTICAS,Mexico
TTC,Transteco,TRANSTECO,Angola
TTE,Avcenter,TETON,United States
TTF,224th Flight Unit,CARGO UNIT,Russia
TTH,Tarhan Tower Airlines,,Turkey
TTL,Total Linhas Aereas,TOTAL,Brazil
TTM,Societe Tout Tranport Mauritanien,TOUT-AIR,Mauritania
TTP,Triple O Aviation,MIGHTY WING,Nigeria
TTR,Transportaciones Y Servicios Aereos,TRANSPORTACIONES,Mexico
TTS,Transporte Aereo Tecnico Ejecutivo,TECNICO,Mexico
TTZ,Transair,,Canada
TUA,Turkmenistan Airlines,TURKMENISTAN,Turkmenistan
TUB,TUI Airlines Belgium,BEAUTY,Belgium
TUC,Turismo Aereo de Chile,TURICHILE,Chile
TUD,Flight Alaska,TUNDRA,United States
TUI,Tuninter,,Tunisia
TUK,Ocean Wings Commuter Service,TUCKERNUCK,United States
TUL,Tulpar Air,URSAL,Russia
TUM,Tyumenspecavia,TUMTEL,Russia
TUN,Air Tungaru,TUNGARU,Kiribati
TUO,Taxi Aereo Turistico,TURISTICO,Mexico
TUP,Aviastar-Tu,TUPOLEVAIR,Russia
TUR,ATUR,,Ecuador
TUS,ABSA - Aerolinhas Brasileiras,ABSA Cargo,Brazil
TUX,Tulpar Air Service,TULPA,Kazakhstan
TUY,Linea Turistica Aerotuy,AEREOTUY,Venezuela
TUZ,Tuna Aero,TUNA,Sweden
TVA,Trans America Airlines,TRANS-AMERICA,United States
TVF,Transavia France,FRENCH SUN,France
TVH,Trabajos Aereos Vascongados,TRAVASA,Spain
TVI,Tiramavia,TIRAMAVIA,Moldova
TVJ,Thai Vietjet Air,THAIVIET JET,Thailand
TVL,Travel Service,TRAVEL SERVICE,Hungary
TVO,Transavio,TRANS-BALLERIO,Italy
TVR,Tavrey Airlines,TAVREY,Ukraine
TVS,Travel Service,SKYTRAVEL,Czech Republic
TWA,Trans World Airlines,TWA,United States
TWB,Tway Airlines,TWAY AIR,South Korea
TWD,Turkish Wings Domestic,TWD,Turkey
TWE,Transwede Airways,TRANSWEDE,Sweden
TWF,247 Jet Ltd,CLOUD RUNNER,United Kingdom
TWJ,Twinjet Aircraft Sales,,United Kingdom
TWL,Tradewinds Aviation,TRADEWINDS CANADA,Canada
TWM,Transairways,,Mozambique
TWN,Avialeasing Aviation Company,TWINARROW,Uzbekistan
TWO,Twente Airlines,COLIBRI,Netherlands
TWW,Trans Air Welwitchia,WELWITCHIA,Angola
TXA,Texair Charter,OKAY AIR,United States
TXB,Bell Helicopter Textron,TEXTRON,Canada
TXC,Transaviaexport,TRANSEXPORT,Belarus
TXD,Aerotaxis del Noroeste,TAXI OESTE,Mexico
TXE,Transilvania Express,TRANSAIR EXPRESS,Romania
TXF,Aerotaxis Alfe,ALFE,Mexico
TXI,Aereotaxis,AEREOTAXIS,Mexico
TXL,Taxi Aereo Cozatl,TAXI COZATL,Mexico
TXM,Taxi Aereo de Mexico,TAXIMEX,Mexico
TXN,Texas National Airlines,TEXAS NATIONAL,United States
TXO,Taxis Aereos de Sinaloa,TAXIS SINALOA,Mexico
TXP,Texas Spirit,,United States
TXR,Taxirey,TAXIREY,Mexico
TXS,Texas Airlines,TEXAIR,United States
TXT,Texas Air Charters,TEXAS CHARTER,United States
TXU,ATESA Aerotaxis Ecuatorianos,ATESA,Ecuador
TXV,Puerto Vallarta Taxi Aereo,TAXIVALLARTA,Mexico
TXW,Texas Wings,TXW,United States
TXX,Austin Express,COWBOY,United States
TXZ,Tex Star Air Freight,TEX STAR,United States
TYF,Tayflite,TAYFLITE,United Kingdom
TYG,Trygg-Flyg,TRYGG,Sweden
TYR,Tyrolean Airways,TYROLEAN,
TYS,TransHolding System,,Brazil
TYW,Tyrol Air Ambulance,TYROL AMBULANCE,Austria
TZA,Aero Tomza,AERO TOMZA,Mexico
TZE,Transporte Aereo Ernesto Saenz,TRANSPORTE SAENZ,Mexico
TZK,Tajikstan,TAJIKSTAN,Tajikistan
TZT,Air Zambezi,ZAMBEZI,Zimbabwe
TZU,Servicios Aereos Tamazula,TAMAZULA,Mexico
UAA,University Air Squadron,,United Kingdom
UAB,United Arabian Airlines,UNITED ARABIAN,Sudan
UAC,United Air Charters,UNITAIR,Zimbabwe
UAD,University Air Squadron,,United Kingdom
UAE,Emirates,EMIRATES,United Arab Emirates
UAF,United Arab Emirates Air Force,UNIFORCE,United Arab Emirates
UAG,Afra Airlines,AFRALINE,Ghana
UAH,University Air Squadron,,United Kingdom
UAI,Union Africaine des Transports,UNAIR,Ivory Coast
UAJ,University Air Squadron,,United Kingdom
UAK,Kiev Aviation Plant,AVIATION PLANT,Ukraine
UAL,United Airlines,UNITED,United States
UAR,Aerostar Airlines,AEROSTAR,Ukraine
UAT,Ukraine Atlantic,,Ukraine
UAY,University of Birmingham Air Squadron (RAF),UAY,United Kingdom
UBA,Myanma Airways,UNIONAIR,Myanmar
UBD,United Airways,UNITED BANGLADESH,Bangladesh
UBG,US-Bangla Airlines,,Bangladesh
UCA,CommutAir,COMMUTAIR,United States
UCC,Uganda Air Cargo,UGANDA CARGO,Uganda
UCH,US Airports Air Charter,US CHARTER,United States
UCK,Air Division of the Eastern Kazakhstan Region,GALETA,Kazakhstan
UCO,Ucoaviacion,UCOAVIACION,Spain
UCR,Aero-Charter Ukraine,CHARTER UKRAINE,Ukraine
UCS,United Carriers Systems,UNITED CARRIERS,United States
UDA,Psudiklat Perhubungan Udara/PLP,UDARA,Indonesia
UDC,DonbassAero,DONBASS AERO,Ukraine
UDN,Dniproavia,DNIEPRO,Ukraine
UEA,United Eagle Airlines,UNITED EAGLE,China
UED,Air LA,AIR L-A,United States
UEJ,Jetcorp,JETCORP,United States
UES,Ues-Avia Aircompany,AVIASYSTEM,Ukraine
UFA,State Flight Academy of Ukraine,FLIGHT ACADEMY,Ukraine
UFS,UFS,FEEDER EXPRESS,United States
UGA,Uganda Airlines,UGANDA,Uganda
UGC,Urgemer Canarias,URGEMER,Spain
UGL,Inter-Island Air,UGLY VAN,United States
UGN,Yuzhnaya Aircompany,PLUTON,Kazakhstan
UGP,Shar Ink,SHARINK,Russia
UGX,East African,CRANE,Uganda
UHL,Ukrainian Helicopters,UKRAINE COPTERS,Ukraine
UHS,Ulyanovsk Higher Civil Aviation School,PILOT AIR,Russia
UIA,Uni Air,Glory,Taiwan
UJR,Universal Jet Rental de Mexico,UNIVERSAL JET,Mexico
UJT,Universal Jet Aviation,UNI-JET,United States
UJX,AtlasGlobal Ukraine,Atlas Ukraine,Ukraine
UKA,Buzzaway Limited,UKAY,United Kingdom
UKI,UK International Airlines,KHALIQ,United Kingdom
UKL,Ukraine Air Alliance,UKRAINE ALLIANCE,Ukraine
UKM,UM Airlines,UKRAINE MEDITERRANEE,Ukraine
UKN,Ukraine Air Enterprise,ENTERPRISE UKRAINE,Ukraine
UKP,United Kingdom Home Office,POLICE,United Kingdom
UKR,Air Ukraine,AIR UKRAINE,Ukraine
UKS,Ukrainian Cargo Airways,CARGOTRANS,Ukraine
UKU,Second Sverdlovsk Air Enterprise,PYSHMA,Russia
UKW,Lviv Airlines,UKRAINE WEST,Ukraine
UKZ,Fly Zoom,,United Kingdom
ULA,Zuliana de Aviacion,,Venezuela
ULS,Carroll Air Service,ULSTER,United States
